Order23	POAexemptCode	Description
45278	S52.202R	"Unspecified fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45279	S52.202S	"Unspecified fracture of shaft of left ulna, sequela"
45284	S52.209D	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with routine healing"
45285	S52.209E	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
45286	S52.209F	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45287	S52.209G	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with delayed healing"
45288	S52.209H	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing"
45289	S52.209J	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45290	S52.209K	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion"
45291	S52.209M	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion"
45292	S52.209N	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45293	S52.209P	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion"
45294	S52.209Q	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion"
45295	S52.209R	"Unspecified fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45296	S52.209S	"Unspecified fracture of shaft of unspecified ulna, sequela"
45300	S52.211D	"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with routine healing"
45301	S52.211G	"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with delayed healing"
45302	S52.211K	"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with nonunion"
45303	S52.211P	"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with malunion"
45304	S52.211S	"Greenstick fracture of shaft of right ulna, sequela"
45307	S52.212D	"Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with routine healing"
45308	S52.212G	"Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with delayed healing"
45309	S52.212K	"Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with nonunion"
45310	S52.212P	"Greenstick fracture of shaft of left ulna, subsequent encounter for fracture with malunion"
45311	S52.212S	"Greenstick fracture of shaft of left ulna, sequela"
45314	S52.219D	"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with routine healing"
45315	S52.219G	"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with delayed healing"
45316	S52.219K	"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with nonunion"
45317	S52.219P	"Greenstick fracture of shaft of unspecified ulna, subsequent encounter for fracture with malunion"
45318	S52.219S	"Greenstick fracture of shaft of unspecified ulna, sequela"
45324	S52.221D	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with routine healing"
45325	S52.221E	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with routine healing"
45326	S52.221F	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45327	S52.221G	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with delayed healing"
45328	S52.221H	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with delayed healing"
45329	S52.221J	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45330	S52.221K	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with nonunion"
45331	S52.221M	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with nonunion"
45332	S52.221N	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45333	S52.221P	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with malunion"
45334	S52.221Q	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with malunion"
45335	S52.221R	"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45336	S52.221S	"Displaced transverse fracture of shaft of right ulna, sequela"
45341	S52.222D	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with routine healing"
45342	S52.222E	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with routine healing"
45343	S52.222F	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45344	S52.222G	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with delayed healing"
45345	S52.222H	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with delayed healing"
45346	S52.222J	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45347	S52.222K	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion"
45348	S52.222M	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with nonunion"
45349	S52.222N	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45350	S52.222P	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion"
45351	S52.222Q	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type I or II with malunion"
45352	S52.222R	"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45353	S52.222S	"Displaced transverse fracture of shaft of left ulna, sequela"
45358	S52.223D	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with routine healing"
45359	S52.223E	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing"
45360	S52.223F	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45361	S52.223G	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with delayed healing"
45362	S52.223H	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing"
45363	S52.223J	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
45364	S52.223K	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with nonunion"
45365	S52.223M	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion"
45366	S52.223N	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
45367	S52.223P	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion"
45368	S52.223Q	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type I or II with malunion"
45369	S52.223R	"Displaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
45370	S52.223S	"Displaced transverse fracture of shaft of unspecified ulna, sequela"
45375	S52.224D	"Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with routine healing"
45376	S52.224E	"Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with routine healing"
45377	S52.224F	"Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
45378	S52.224G	"Nondisplaced transverse fracture of shaft of right ulna, subsequent encounter for closed fracture with delayed healing"
